timestamp,value
1764592554,
1764592559,
1764592565,
1764592571,
1764592576,
1764592582,
1764592588,
1764592593,
1764592599,
1764592605,
1764592610,
1764592616,
1764592622,
1764592627,
1764592633,
1764592638,
1764592644,
1764592650,
1764592655,
1764592661,
1764592667,
1764592672,
1764592678,
1764592684,
1764592689,
1764592695,
1764592700,
1764592706,
1764592712,
1764592717,
1764592723,
1764592729,
1764592734,
1764592740,
1764592746,
1764592751,
1764592757,
1764592763,
1764592768,
1764592774,
1764592779,
1764592785,
1764592791,
1764592796,
1764592802,
1764592808,
1764592813,
1764592819,
1764592825,
1764592830,
1764592836,-17.461191404852613
1764592841,-17.4618655871379
1764592847,-17.462620431429396
1764592853,-17.463240735092768
1764592858,-17.4643180595463
1764592864,-17.46562163858891
1764592870,-17.465854135270344
1764592875,-17.465993725751755
1764592881,-17.466534858803946
1764592887,-17.466907020246264
1764592892,-17.467212112925004
1764592898,-17.467505429891823
1764592904,-17.46794196612555
1764592909,-17.468354025072355
1764592915,-17.46859242224872
1764592920,-17.468890718589613
1764592926,-17.469238309674598
1764592932,-17.469579310270646
1764592937,-17.469523750306188
1764592943,-17.46954929907803
1764592949,-17.469896182629576
1764592954,-17.46988563334951
1764592960,-17.470432556509426
1764592966,-17.470441261811914
1764592971,-17.470540814321733
1764592977,-17.470464669654902
1764592982,-17.470910738363163
1764592988,-17.470977386271713
1764592994,-17.47119994078099
1764592999,-17.471248512576423
1764593005,-17.47186213179504
1764593011,-17.47192099899264
1764593016,-17.47190302325649
1764593022,-17.472111258486947
1764593028,-17.4724039739069
1764593033,-17.47243989870011
1764593039,-17.472637918433087
1764593045,-17.472734156002083
1764593050,-17.4729660448642
1764593056,-17.473018720875704
1764593061,-17.47298484356247
1764593067,-17.473204652385895
1764593073,-17.473353072920826
1764593078,-17.473757291595845
1764593084,-17.47404114227438
1764593090,-17.47358254640012
1764593095,-17.47356950579031
1764593101,-17.473586743859823
1764593107,-17.47374091669578
1764593112,-17.47366342265287
1764593118,-17.473791932394445
1764593123,-17.47415395646406
1764593129,-17.47422856618284
1764593135,-17.474375697049656
1764593140,-17.474439472873158
1764593146,-17.474613621040366
1764593152,-17.475058056969036
1764593157,-17.474979314319665
1764593163,-17.47498115053791
1764593169,-17.475110433857783
1764593174,-17.475230478710227
1764593180,-17.475396693674373
1764593186,-17.47533199099489
1764593191,-17.475525597455498
1764593197,-17.475777148593924
1764593202,-17.475924983656093
1764593208,-17.47596298646789
1764593214,-17.476138047409705
1764593219,-17.476351362198326
1764593225,-17.476684663260688
1764593231,-17.476505572926047
1764593236,-17.476259677007675
1764593242,-17.476324352304474
1764593248,-17.47635394347938
1764593253,-17.47671893618498
1764593259,-17.47677707140604
1764593264,-17.476807961555675
1764593270,-17.476872629944246
1764593276,-17.476674916525727
1764593281,-17.476441128971206
1764593287,-17.476581727823987
1764593293,-17.476843974068267
1764593298,-17.476949813572713
1764593304,-17.476322907465946
1764593310,-17.476053830782845
1764593315,-17.476180393043247
1764593321,-17.476138301816874
1764593327,-17.47601491053548
1764593332,-17.47615803600499
1764593338,-17.47625636943741
1764593343,-17.476289225358336
1764593349,-17.47633121536322
1764593355,-17.476232419311184
1764593360,-17.47638712697879
1764593366,-17.4765521581672
1764593372,-17.47670472294213
1764593377,-17.47644768503047
1764593383,-17.476476594867886
1764593389,-17.476470411144884
1764593394,-17.476532508436648
1764593400,-17.476603556003887
1764593405,-17.47663945757814
1764593411,-17.47628359302756
1764593417,-17.476332159217936
1764593422,-17.476262406198515
1764593428,-17.476299899415224
1764593434,-17.47662279842188
1764593439,-17.476908358089585
1764593445,-17.476657651084086
1764593451,-17.476708805832295
1764593456,-17.476590737423006
1764593462,-17.476688343121243
1764593468,-17.476415691065505
1764593473,-17.47614431409814
1764593479,-17.476089757865203
1764593484,-17.476101341491592
1764593490,-17.476310803825726
1764593496,-17.476465874191444
1764593501,-17.476695482304613
1764593507,-17.476710685951833
1764593513,-17.476848232754556
1764593518,-17.47678039506616
1764593524,-17.47675119226765
1764593530,-17.4768730492506
1764593535,-17.476965724553676
1764593541,-17.477206474188236
1764593546,-17.477113532593776
1764593552,-17.4772460643105
1764593558,-17.47713482330237
1764593563,-17.477255835140088
1764593569,-17.4772014060617
1764593575,-17.477533327656765
1764593580,-17.47745440777332
1764593586,-17.47729403550772
1764593592,-17.47696435949249
1764593597,-17.476516571653704
1764593603,-17.476593593537892
1764593609,-17.47601161285457
1764593614,-17.47601032680119
1764593620,-17.476320881908045
1764593625,-17.476393318000422
1764593631,-17.476548441571456
1764593637,-17.476553677344455
1764593642,-17.476336261405027
1764593648,-17.476606003645056
1764593654,-17.476998913138914
1764593659,-17.47697992559832
1764593665,-17.476698214825
1764593671,-17.47639349406149
1764593676,-17.47659817130753
1764593682,-17.47664761507468
1764593687,-17.47649458393631
1764593693,-17.476622447872842
1764593699,-17.476581340841882
1764593704,-17.47672628886181
1764593710,-17.47661746462976
1764593716,-17.476481503015783
1764593721,-17.476534867342533
1764593727,-17.476634454670233
1764593733,-17.47645749681322
1764593738,-17.47610306739081
1764593744,-17.47595945085875
1764593750,-17.475862424182818
1764593755,-17.475728041926867
1764593761,-17.475736491897287
1764593766,-17.475584706609126
1764593772,-17.47562630394651
1764593778,-17.47549003538974
1764593783,-17.47551734414014
1764593789,-17.475710670301336
1764593795,-17.475769494749326
1764593800,-17.475883201434655
1764593806,-17.475503882238435
1764593812,-17.475241068818125
1764593817,-17.474608777281418
1764593823,-17.47442523869518
1764593828,-17.47420564377045
1764593834,-17.47422820438391
1764593840,-17.474237063926317
1764593845,-17.47448113029343
1764593851,-17.474515614671805
1764593857,-17.474426241763375
1764593862,-17.474376465811698
1764593868,-17.474769967476607
1764593874,-17.47485168856557
1764593879,-17.474558763439816
1764593885,-17.474254078311986
1764593891,-17.47412017432816
1764593896,-17.473886145694575
1764593902,-17.473966539080553
1764593907,-17.474017573423726
1764593913,-17.47377428649452
1764593919,-17.473769709590815
1764593924,-17.473722802920427
1764593930,-17.473375830278588
1764593936,-17.473289453932765
1764593941,-17.473434818580518
1764593947,-17.47342288271225
1764593953,-17.47321199204527
1764593958,-17.473028588469898
1764593964,-17.472688023883933
1764593969,-17.47260553901506
1764593975,-17.472827383447772
1764593981,-17.47289371404687
1764593986,-17.472799355825263
1764593992,-17.472854633780297
1764593998,-17.472943026393974
1764594003,-17.472936068901394
1764594009,-17.473107836876707
1764594015,-17.473072569492825
1764594020,-17.472934696627185
1764594026,-17.472623393894207
1764594032,-17.47272057686169
1764594037,-17.472849657277823
1764594043,-17.472755366823392
1764594048,-17.47262748447714
1764594054,-17.47279101265143
1764594060,-17.472877623272765
1764594065,-17.47291766310597
1764594071,-17.47286118547464
1764594077,-17.472675783273132
1764594082,-17.472687323349284
1764594088,-17.472675546906913
1764594094,-17.472586542197156
1764594099,-17.47222318219458
1764594105,-17.47200555461953
1764594110,-17.47191791719066
1764594116,-17.471694154497552
1764594122,-17.471875735422188
1764594127,-17.472098201526407
1764594133,-17.472022076645256
1764594139,-17.471782476592193
1764594144,-17.47189519977695
1764594150,-17.472095930858533
1764594156,-17.472143395248555
1764594161,-17.472488952902037
1764594167,-17.472023439621115
1764594173,-17.472409445074458
1764594178,-17.472277081910185
1764594184,-17.472248945892403
1764594189,-17.472185326932532
1764594195,-17.472143534588202
1764594201,-17.472005991711903
1764594206,-17.47221892936682
1764594212,-17.47197287809834
1764594218,-17.47166078634736
1764594223,-17.471722474090928
1764594229,-17.471603290047423
1764594235,-17.471739898884774
1764594240,-17.47123448127478
1764594246,-17.470933739403947
1764594251,-17.470726396145867
1764594257,-17.470796083487222
1764594263,-17.47074444518759
1764594268,-17.47050136600428
1764594274,-17.470754151111233
1764594280,-17.470926786488697
1764594285,-17.471187970458406
1764594291,-17.47101046282595
1764594297,-17.471184723637254
1764594302,-17.471265510439697
1764594308,-17.471171633471684
1764594314,-17.47107997728425
1764594319,-17.47101233294233
1764594325,-17.47095966475881
1764594330,-17.47095923484668
1764594336,-17.470904230045246
1764594342,-17.471159881954378
1764594347,-17.47092744373355
1764594353,-17.470607741516623
1764594359,-17.470725105108997
1764594364,-17.470571437261267
1764594370,-17.471021630732526
1764594376,-17.471155205103283
1764594381,-17.471462467233245
1764594387,-17.471515136893075
1764594392,-17.471649650491546
1764594398,-17.471544623012978
1764594404,-17.471638504957355
1764594409,-17.47151609438103
1764594415,-17.47140259850289
1764594421,-17.47113114074534
1764594426,-17.47112341258985
1764594432,-17.47110727417092
1764594438,-17.470985570138467
1764594443,-17.470880999832563
1764594449,-17.471055046553705
1764594455,-17.471120885407196
1764594460,-17.47044971508737
1764594466,-17.47017770099661
1764594471,-17.470266182641694
1764594477,-17.470293894556036
1764594483,-17.470523360199344
1764594488,-17.47060740417333
1764594494,-17.470929418585524
1764594500,-17.470879514132143
1764594505,-17.47063411001338
1764594511,-17.470494700644345
1764594517,-17.470742506580745
1764594522,-17.470906770537958
1764594528,-17.47089455981303
1764594533,-17.470641107691243
1764594539,-17.47052136597927
1764594545,-17.47051863831908
1764594550,-17.47073315479755
1764594556,-17.470780487454803
1764594562,-17.4706205622496
1764594567,-17.470874894025652
1764594573,-17.471035797026566
1764594579,-17.47101433519645
1764594584,-17.471130313860687
1764594590,-17.471269326016568
1764594596,-17.47133125433214
1764594601,-17.4710120143112
1764594607,-17.470870906961554
1764594612,-17.471019472451044
1764594618,-17.470760000347262
1764594624,-17.470677207895047
1764594629,-17.470559372641482
1764594635,-17.470530921853854
1764594641,-17.47055235535837
1764594646,-17.470682931657205
1764594652,-17.470469861344036
1764594658,-17.470607119558085
1764594663,-17.470707012236108
1764594669,-17.470650064046907
1764594674,-17.47041370156255
1764594680,-17.470261654273052
1764594686,-17.470167674498747
1764594691,-17.46998794481376
1764594697,-17.46993798964872
1764594703,-17.469920734824242
1764594708,-17.469815982848253
1764594714,-17.46956294911189
1764594720,-17.469515252917148
1764594725,-17.46944323742878
1764594731,-17.469423559275572
1764594737,-17.4695042694605
1764594742,-17.469105747228756
1764594748,-17.46867389431034
1764594753,-17.468301516872774
1764594759,-17.46816251573149
1764594765,-17.468022640515215
1764594770,-17.467902099673235
1764594776,-17.46796010000149
1764594782,-17.468129817414987
1764594787,-17.468061776774174
1764594793,-17.468092149618915
1764594799,-17.468220405481894
1764594804,-17.46856903420293
1764594810,-17.468562343215844
1764594815,-17.468512285713146
1764594821,-17.468216564495886
1764594827,-17.468024754419023
1764594832,-17.46832228241372
1764594838,-17.468272626722626
1764594844,-17.46812822130053
1764594849,-17.467911245273797
1764594855,-17.467999829262904
1764594861,-17.468196492233496
1764594866,-17.468208923028786
1764594872,-17.468292691347084
1764594878,-17.468115262679632
1764594883,-17.46817170927595
1764594889,-17.467654416820537
1764594894,-17.467591145570903
1764594900,-17.467560025112185
1764594906,-17.467365201173255
1764594911,-17.467388911036984
1764594917,-17.46775683346809
1764594923,-17.467701668415863
1764594928,-17.467946276552308
1764594934,-17.46789841189529
1764594940,-17.467590055873348
1764594945,-17.46764236328901
1764594951,-17.46749543247871
1764594956,-17.467526930139627
1764594962,-17.467313904859207
1764594968,-17.467168517139363
1764594973,-17.46696353790483
1764594979,-17.466989662241765
1764594985,-17.467383638819435
1764594990,-17.46725986329479
1764594996,-17.467066350081197
1764595002,-17.467248183164006
1764595007,-17.467298244663276
1764595013,-17.467157823518207
1764595019,-17.467291132902357
1764595024,-17.46796635583096
1764595030,-17.467893959066913
1764595035,-17.467554937171535
1764595041,-17.467297897895563
1764595047,-17.467044724665605
1764595052,-17.467095469759087
1764595058,-17.46712168364041
1764595064,-17.467164715573368
1764595069,-17.46728047384132
1764595075,-17.467362497931912
1764595081,-17.467347204785163
1764595086,-17.46734566170898
1764595092,-17.46753473536713
1764595097,-17.467675375957064
1764595103,-17.467499937315466
1764595109,-17.46704907157614
1764595114,-17.466654888438853
1764595120,-17.46658642784509
1764595126,-17.466475130689382
1764595131,-17.46610907710437
1764595137,-17.46600117210914
1764595143,-17.465970565216328
1764595148,-17.465998433486202
1764595154,-17.46575290104979
1764595160,-17.465508052985957
1764595165,-17.465847762221458
1764595171,-17.466046438961534
1764595176,-17.465953781495024
1764595182,-17.465636728214402
1764595188,-17.465407804354115
1764595193,-17.46539674926917
1764595199,-17.46542513300874
1764595205,-17.465276232172577
1764595210,-17.465228240064658
1764595216,-17.46532969901851
1764595222,-17.46523415097162
1764595227,-17.465350883336924
1764595233,-17.465670076178284
1764595238,-17.465883851723568
1764595244,-17.466070498500276
1764595250,-17.465663707457367
1764595255,-17.46544053645398
1764595261,-17.465158667758388
1764595267,-17.46507260190156
1764595272,-17.465200195752775
1764595278,-17.46507069192161
1764595284,-17.46499394978593
1764595289,-17.46490606090516
1764595295,-17.465273711401565
1764595301,-17.46518317636552
1764595306,-17.465394734576382
1764595312,-17.46570235379985
1764595317,-17.46590583521373
1764595323,-17.465722957656663
1764595329,-17.465521605739738
1764595334,-17.465212875086436
1764595340,-17.465099742474326
1764595346,-17.46506624170778
1764595351,-17.464838061983084
1764595357,-17.46504269023907
1764595363,-17.46500535267301
1764595368,-17.46484353494764
1764595374,-17.46501404088048
1764595379,-17.465234663241855
1764595385,-17.465218053065435
1764595391,-17.46538577259816
1764595396,-17.465039450359328
1764595402,-17.46458474118308
1764595408,-17.464399618567683
1764595413,-17.4644255109407
1764595419,-17.46448918553175
1764595425,-17.464239005819252
1764595430,-17.46445437739781
1764595436,-17.46442788991789
1764595442,-17.464633263655863
1764595447,-17.464646817280165
1764595453,-17.464994067299376
1764595458,-17.464871765353156
1764595464,-17.464614363799523
1764595470,-17.464366437995366
1764595475,-17.46418505692803
1764595481,-17.463874288566018
1764595487,-17.463827921517925
1764595492,-17.46375146319703
1764595498,-17.463836394275766
1764595504,-17.46416012202018
1764595509,-17.464248595302173
1764595515,-17.4643031984312
1764595520,-17.46413829168848
1764595526,-17.46421505914485
1764595532,-17.464329533968538
1764595537,-17.46409167879713
1764595543,-17.46378282505119
1764595549,-17.463280165566367
1764595554,-17.46338802616183
1764595560,-17.463314753982118
1764595566,-17.46304246486737
1764595571,-17.463158067374152
1764595577,-17.463433234736087
1764595583,-17.463154321215942
1764595588,-17.463150777739365
1764595594,-17.463311792554542
1764595599,-17.463489129149558
1764595605,-17.46364644526811
